cde_id,cde_name,variable_name,aliases,cde_definition,cde_source,bundle_name,steward_org,registration_status,keywords,preferred_question_text,cde_data_type,sources_data_type,detail_element_type,detail_nih_endorsed,ninds_raw_disease_specific_instructions,ninds_raw_input_restrictions,cde_origin,pv_codes,pv_labels,pv_definitions,pv_code_systems,pv_concept_identifiers,pv_terminology_sources,unit_of_measure,size,min_value,max_value,population,nlm_identifier,other_identifiers,cdisc_domain,cdisc_variable_name,cdisc_variable_label,dec_identifier,dec_terminology_source,dec_name,ninds_disease_specific_reference,ninds_version_number,ninds_version_date,version_date_flag,additional_instructions,disease_epilepsy,classification_epilepsy,disease_agnostic,classification_agnostic,disease_neurotrauma,classification_neurotrauma,disease_tbi,classification_tbi,disease_pte,classification_pte,disease_sci,classification_sci,domain,subdomain,category,pte_crf_name,copyright,pte_workinggroup,notes,status,cde_id_verified
C07308,Mayo-Portland Adaptability Inventory (MPAI-4) - post alcohol use scale,MPAI4PostAlcUseScale,,"Use of alcoholic beverages by the participant/subject after the injury, as part of the Mayo-Portland Adaptability Inventory (MPAI-4)",NINDS,MPAI4,NINDS,,,Use of alcoholic beverages post-injury,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"No or socially acceptable use|Occasionally exceeds socially acceptable use but does not interfere with everyday functioning, current problem under treatment or in remission|Frequent excessive use that occasionally interferes with everyday functioning, possible dependence|Use or dependence that interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required","No or socially acceptable use|Occasionally exceeds socially acceptable use but does not interfere with everyday functioning, current problem under treatment or in remission|Frequent excessive use that occasionally interferes with everyday functioning, possible dependence|Use or dependence that interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required",,,,,,,,Adult | Pediatric,M8NhVWRZxeM,NINDS:C07308|BRICS Variable Name:MPAI4PostAlcUseScale|NLM:M8NhVWRZxeM,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07309,Mayo-Portland Adaptability Inventory (MPAI-4) - pre drug use scale,MPAI4PreDrugUseScale,,Use of illegal drugs or abuse of prescription drugs by the participant/subject pre-injury,NINDS,MPAI4,NINDS,,,Use of illegal drugs or abuse of prescription drugs pre-injury,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"No or occasional use|Occasional use does not interfere with everyday functioning, current problem under treatment or in remission|Frequent use that occasionally interferes with everyday functioning, possible dependence|Use or dependence interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required","No or occasional use|Occasional use does not interfere with everyday functioning, current problem under treatment or in remission|Frequent use that occasionally interferes with everyday functioning, possible dependence|Use or dependence interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required",,,,,,,,Adult | Pediatric,6yx57dCpVmy,NINDS:C07309|BRICS Variable Name:MPAI4PreDrugUseScale|NLM:6yx57dCpVmy,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07310,Mayo-Portland Adaptability Inventory (MPAI-4) - post drug use scale,MPAI4PostDrugUseScale,,Use of illegal drugs or abuse of prescription drugs by the participant/subject post-injury,NINDS,MPAI4,NINDS,,,Use of illegal drugs or abuse of prescription drugs post-injury,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"No or occasional use|Occasional use does not interfere with everyday functioning, current problem under treatment or in remission|Frequent use that occasionally interferes with everyday functioning, possible dependence|Use or dependence interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required","No or occasional use|Occasional use does not interfere with everyday functioning, current problem under treatment or in remission|Frequent use that occasionally interferes with everyday functioning, possible dependence|Use or dependence interferes with everyday functioning, additional treatment recommended|Inpatient or residential treatment required",,,,,,,,Adult | Pediatric,9U5VvNRMazh,NINDS:C07310|BRICS Variable Name:MPAI4PostDrugUseScale|NLM:9U5VvNRMazh,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07311,Mayo-Portland Adaptability Inventory (MPAI-4) - pre psychotic symptom scale,MPAI4PrePyschSymptmScale,,"Hallucinations, delusions, other persistent severely distorted perceptions of reality experienced by the participant/subject before the injury",NINDS,MPAI4,NINDS,,,Psychotic Symptoms Hallucinations delusions other persisten severely distorted perceptions of reality,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Current problem under treatment or in remissions, symptoms do not interfere with everyday functioning|Symptoms occasionally interfere with everyday functioning but no additional evaluation or treatment recommended|Symptoms interfere with everyday functioning, additional treatment recommended|Inpatient or residential treatment required","None|Current problem under treatment or in remissions, symptoms do not interfere with everyday functioning|Symptoms occasionally interfere with everyday functioning but no additional evaluation or treatment recommended|Symptoms interfere with everyday functioning, additional treatment recommended|Inpatient or residential treatment required",,,,,,,,Adult | Pediatric,wwBT1xqrDAQ,NINDS:C07311|BRICS Variable Name:MPAI4PrePyschSymptmScale|NLM:wwBT1xqrDAQ,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07312,Mayo-Portland Adaptability Inventory (MPAI-4) - post psychotic symptom scale,MPAI4PstPyschSymptmScale,,"Hallucinations, delusions, other persistent severely distorted perceptions of reality experienced by the participant/subject after the injury",NINDS,MPAI4,NINDS,,,Psychotic Symptoms Hallucinations delusions other persisten severely distorted perceptions of reality,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Current problem under treatment or in remissions, symptoms do not interfere with everyday functioning|Symptoms occasionally interfere with everyday functioning but no additional evaluation or treatment recommended|Symptoms interfere with everyday functioning, additional treatment recommended|Inpatient or residential treatment required","None|Current problem under treatment or in remissions, symptoms do not interfere with everyday functioning|Symptoms occasionally interfere with everyday functioning but no additional evaluation or treatment recommended|Symptoms interfere with everyday functioning, additional treatment recommended|Inpatient or residential treatment required",,,,,,,,Adult | Pediatric,PAsqCmPfYpf,NINDS:C07312|BRICS Variable Name:MPAI4PstPyschSymptmScale|NLM:PAsqCmPfYpf,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07313,Mayo-Portland Adaptability Inventory (MPAI-4) - pre law violation scale,MPAI4PreLawViolScale,,History of law violations of participant/subject before the injury,NINDS,MPAI4,NINDS,,,Law violations History before and after injury,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,None or minor traffic violations only|Conviction on one or two misdemeanors other than minor traffic violations|History of more than two misdemeanors other than minor traffic violations|Single felony conviction|Repeat felony convictions,None or minor traffic violations only|Conviction on one or two misdemeanors other than minor traffic violations|History of more than two misdemeanors other than minor traffic violations|Single felony conviction|Repeat felony convictions,,,,,,,,Adult | Pediatric,J8VAv_8O0h5,NINDS:C07313|BRICS Variable Name:MPAI4PreLawViolScale|NLM:J8VAv_8O0h5,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07314,Mayo-Portland Adaptability Inventory (MPAI-4) - post law violation scale,MPAI4PstLawViolScale,,History of law violations of participant/subject after the injury,NINDS,MPAI4,NINDS,,,Law violations History before and after injury,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,None or minor traffic violations only|Conviction on one or two misdemeanors other than minor traffic violations|History of more than two misdemeanors other than minor traffic violations|Single felony conviction|Repeat felony convictions,None or minor traffic violations only|Conviction on one or two misdemeanors other than minor traffic violations|History of more than two misdemeanors other than minor traffic violations|Single felony conviction|Repeat felony convictions,,,,,,,,Adult | Pediatric,xAutR6aw40S,NINDS:C07314|BRICS Variable Name:MPAI4PstLawViolScale|NLM:xAutR6aw40S,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07315,Mayo-Portland Adaptability Inventory (MPAI-4) - pre other physical impairment scale,MPAI4PreOthrPhysImpairScale,,Description of other condition causing physical impairment for participant/subject including physical disability due to medical conditions other than brain injury before the injury,NINDS,MPAI4,NINDS,,,Other condition causing physical impairment Physical disability due to medical conditions other than brain injury such as spinal cord injury amputation.,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time","None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time",,,,,,,,Adult | Pediatric,n0Af_DgaE6d,NINDS:C07315|BRICS Variable Name:MPAI4PreOthrPhysImpairScale|NLM:n0Af_DgaE6d,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07316,Mayo-Portland Adaptability Inventory (MPAI-4) - post other physical impairment scale,MPAI4PstOthrPhysImpairScale,,Description of other condition causing physical impairment for participant/subject including physical disability due to medical conditions other than brain injury after the injury,NINDS,MPAI4,NINDS,,,Other condition causing physical impairment Physical disability due to medical conditions other than brain injury such as spinal cord injury amputation.,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time","None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time",,,,,,,,Adult | Pediatric,0QEHKBaNM4k,NINDS:C07316|BRICS Variable Name:MPAI4PstOthrPhysImpairScale|NLM:0QEHKBaNM4k,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07317,Mayo-Portland Adaptability Inventory (MPAI-4) - pre other cognitive impairment scale,MPAI4PreOthrCogImpair,,"Description of other condition causing cognitive impairment for participant/subject including cognitive disability due to nonpsychiatric medical conditions before the injury, as part of the Mayo-Portland Adaptability Inventory (MPAI-4)",NINDS,MPAI4,NINDS,,,Other condition causing cognitive impairment Cognitive disability due to nonpsychiatric medical conditions other than brain injury such as dementia stroke developmental disability,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time","None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time",,,,,,,,Adult | Pediatric,bX13P3ZkrmR,NINDS:C07317|BRICS Variable Name:MPAI4PreOthrCogImpair|NLM:bX13P3ZkrmR,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07318,Mayo-Portland Adaptability Inventory (MPAI-4) - post other cognitive impairment scale,MPAI4PstOthrCogImpair,,"Description of other condition causing cognitive impairment for participant/subject including cognitive disability due to nonpsychiatric medical conditions other than brain injury, such as, dementia, stroke, developmental disability after the injury",NINDS,MPAI4,NINDS,,,Other condition causing cognitive impairment Cognitive disability due to nonpsychiatric medical conditions other than brain injury such as dementia stroke developmental disability,Value List,Numeric Values,cde,FALSE,Refer to instructions on form.,Single Pre-Defined Value Selected,collected,0|1|2|3|4,"None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time","None|Mild problem but does not interfere with activities, may use assistive device or medication|Mild problem, interferes with activities 5-24% of the time|Moderate problem, interferes with activities 25-75% of the time|Severe problem, interferes with activities more than 75% of the time",,,,,,,,Adult | Pediatric,B0j4dGuPq6e,NINDS:C07318|BRICS Variable Name:MPAI4PstOthrCogImpair|NLM:B0j4dGuPq6e,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07319,Mayo-Portland Adaptability Inventory (MPAI-4) - ability subscale score,MPAI4AblSubscaleScore,,MPAI-4 Ability Subscale raw score (items 1-12),NINDS,MPAI4,NINDS,,,Abilities Subscale,Number,Numeric Values,cde,FALSE,"Resocre item 4. If original score = 0, new score = 0. If original score = 1, 2, or 3, new score = 1. If original score = 4, new score = 3. New score for item 4 = ____ Sume of scores for items 1–3 and 5–12 (use highest score for 7A or 7B) = ___ Sum of A and B = Raw Score for Abilities Subscale =",Free-Form Entry,claculation,,,,,,,,,,,Adult | Pediatric,KHEJunVQ4_g,NINDS:C07319|BRICS Variable Name:MPAI4AblSubscaleScore|NLM:KHEJunVQ4_g,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
C07320,Mayo-Portland Adaptability Inventory (MPAI-4) - adjustment subscale score,MPAI4AdjSubscaleScore,,MPAI-4 Adjustment Subscale raw score (items 13-24),NINDS,MPAI4,NINDS,,,Adjustment Subscale,Number,Numeric Values,cde,FALSE,"Rescore item 16. If original score = 0, new score = 0. If original score = 1, or 2, new score = 1. If original score = 3 or 4, new score = 2. New score for item 16 = ____ Sum of scores for items 13–15 and 17–24 = ___ Sum of C and D = Raw Score for Adjustment Subscale",Free-Form Entry,claculation,,,,,,,,,,,Adult | Pediatric,z2sG3NsnpuT,NINDS:C07320|BRICS Variable Name:MPAI4AdjSubscaleScore|NLM:z2sG3NsnpuT,,,,,,,"Malec, J. (2005). The Mayo Portland Adaptability Inventory. The Center for Outcome Measurement in Brain Injury.  Available in the public domain. URL: http://www.tbims.org/combi/mpai",3,7/20/13,,,,,,,,,Y,Supplemental,Y,Supplemental  ,,,Outcomes and End Points,Global Outcome,,MPAI-4,FALSE,BCM,,,
